OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
PAKTES 1A,2018-056A,2026-02-07T22:48:56.510784,14.98329503,.00218909,98.1055,190.1436,177.6604,182.4724,0,U,43529,999,41256,.50631095E-3,.5996E-4,0
PRSS-1,2018-056B,2026-02-07T21:11:10.519296,14.81745200,.00016709,97.7972,110.2686,85.9680,274.1724,0,U,43530,999,40928,.19317126E-3,.1472E-4,0
BEIDOU-2 IGSO-7,2018-057A,2026-02-05T17:27:37.790208,1.00291248,.0098323,55.1886,164.2083,236.2358,108.5151,0,U,43539,999,2780,0,-.127E-5,0
TELSTAR 19V,2018-059A,2026-02-07T21:31:44.431392,1.00271120,.00001417,0.0232,158.0441,292.1586,307.6977,0,U,43562,999,2784,0,-.274E-5,0
GSAT0221 (GALILEO 25),2018-060A,2026-02-07T10:18:34.946496,1.70475591,.00061591,57.2120,345.2871,301.0112,58.9243,0,U,43564,999,4695,0,-.103E-5,0
GSAT0222 (GALILEO 26),2018-060B,2026-02-07T01:29:52.666368,1.70475317,.00050587,57.2156,345.3004,280.7585,79.1801,0,U,43565,999,4699,0,-.104E-5,0
GSAT0219 (GALILEO 23),2018-060C,2026-02-06T16:43:32.139264,1.70475517,.00055685,57.2150,345.3119,306.5565,53.3870,0,U,43566,999,4696,0,-.104E-5,0
GSAT0220 (GALILEO 24),2018-060D,2026-02-03T23:38:15.336672,1.70475444,.00058006,57.2155,345.3844,302.4240,57.5081,0,U,43567,999,4690,0,-.105E-5,0
IRIDIUM 160,2018-061A,2026-02-07T17:01:42.437280,14.34218428,.00022453,86.3966,110.9566,100.6147,259.5302,0,U,43569,999,39481,.51617478E-4,.164E-5,0
IRIDIUM 166,2018-061B,2026-02-07T17:38:14.458848,14.34217429,.00019531,86.3963,110.8976,96.3161,263.8258,0,U,43570,999,39484,-.17913046E-4,-.3E-6,0
IRIDIUM 158,2018-061C,2026-02-07T16:52:34.539456,14.34217002,.00022138,86.3965,110.9212,91.9331,268.2118,0,U,43571,999,39480,-.60429495E-4,-.149E-5,0
IRIDIUM 165,2018-061D,2026-02-07T17:29:06.363168,14.34220605,.00020911,86.3966,110.9545,95.8191,264.3243,0,U,43572,999,39483,.10725434E-3,.32E-5,0
IRIDIUM 155,2018-061E,2026-02-07T16:34:18.467328,14.34217605,.00020171,86.3965,110.8458,93.0037,267.1389,0,U,43573,999,39479,-.6068141E-5,.3E-7,0
IRIDIUM 154,2018-061F,2026-02-07T17:47:22.815456,14.34222267,.00020498,86.3966,110.9519,96.9170,263.2259,0,U,43574,999,39485,.10673252E-3,.319E-5,0
IRIDIUM 163,2018-061G,2026-02-07T17:19:58.404000,14.34219088,.00022615,86.3964,110.8792,95.1618,264.9836,0,U,43575,999,39482,.53676465E-4,.17E-5,0
IRIDIUM 156,2018-061H,2026-02-07T16:43:26.485248,14.34217475,.00020946,86.3964,110.8969,91.0509,269.0926,0,U,43576,999,39481,.3993821E-4,.132E-5,0
IRIDIUM 164,2018-061J,2026-02-07T17:56:30.427296,14.34217122,.00018942,86.3964,110.9137,100.2042,259.9367,0,U,43577,999,39486,-.47563599E-4,-.113E-5,0
IRIDIUM 159,2018-061K,2026-02-07T17:10:51.328704,14.34218119,.00023057,86.3963,110.8669,98.9110,261.2347,0,U,43578,999,39482,.10898228E-3,.325E-5,0
BEIDOU-3 M5,2018-062A,2026-02-06T02:09:19.435392,1.86228473,.00016928,54.0900,186.7599,341.4898,18.4579,0,U,43581,999,5119,0,.48E-6,0
BEIDOU-3 M6,2018-062B,2026-02-07T00:38:12.019200,1.86229370,.000718,54.0895,186.7171,48.5500,311.4695,0,U,43582,999,5121,0,.56E-6,0
GAOFEN-11 01,2018-063A,2026-02-07T22:42:52.559424,15.51223941,.00060962,97.1465,106.4472,93.9747,266.2202,0,U,43585,999,42028,.15501468E-3,.8983E-4,0
TELKOM 4 (MERAH PUTIH),2018-064A,2026-02-07T22:20:38.590080,1.00272000,.00017627,0.0202,98.7095,267.7396,214.7232,0,U,43587,999,2758,0,-.338E-5,0
BEIDOU-3 M12,2018-067A,2026-02-06T10:16:16.182912,1.86227740,.00089495,54.1842,185.4734,41.6799,318.3434,0,U,43602,999,5068,0,.51E-6,0
BEIDOU-3 M11,2018-067B,2026-02-06T13:30:11.663136,1.86227174,.00053499,54.1815,185.4326,37.2993,322.6937,0,U,43603,999,5071,0,.52E-6,0
HAIYANG-1C,2018-068A,2026-02-07T21:30:38.928096,14.34133089,.00118859,98.5333,113.0058,115.7422,244.4991,0,U,43609,999,38855,.52805579E-4,.104E-5,0
TELSTAR 18V,2018-069A,2026-02-07T13:50:51.725184,1.00269011,.0002109,0.0136,101.2358,240.0854,142.0758,0,U,43611,999,2733,0,0,0
ICESAT-2,2018-070A,2026-02-07T21:35:11.667840,15.28255784,.00004139,92.0006,256.1502,28.6653,331.4619,0,U,43613,999,41271,.29561819E-4,.818E-5,0
SSTL S1-4,2018-071A,2026-02-07T21:07:52.703904,14.96310556,.00014053,97.5228,275.7099,110.6918,249.4455,0,U,43618,999,40360,.19115899E-3,.2106E-4,0
NOVASAR 1,2018-071B,2026-02-07T21:59:03.660576,14.96256989,.00011493,97.5255,276.3790,117.4911,242.6428,0,U,43619,999,40360,.52517709E-4,.538E-5,0
BEIDOU-3 M13,2018-072A,2026-02-05T23:33:52.487136,1.86230840,.00083076,56.5079,66.9898,303.2284,56.7491,0,U,43622,999,5021,0,-.49E-6,0
BEIDOU-3 M14,2018-072B,2026-02-06T09:13:21.228672,1.86230868,.00055514,56.5102,66.9706,324.8484,35.1710,0,U,43623,999,5021,0,-.5E-6,0
AZERSPACE 2 (IS-38),2018-074A,2026-02-07T06:38:17.231712,1.00271717,.00015021,0.0208,96.1153,244.3334,301.6323,0,U,43632,999,2714,0,0,0
HORIZONS-3E,2018-074B,2026-02-07T14:04:38.879040,1.00271531,.0000555,0.0469,260.2434,67.5506,190.0408,0,U,43633,999,2704,0,-.26E-6,0
CENTISPACE-1 S1,2018-075A,2026-02-07T21:57:34.617600,14.59839759,.00090657,97.8872,69.0770,159.3226,200.8343,0,U,43636,999,39169,.15862969E-3,.715E-5,0
SAOCOM 1A,2018-076A,2026-02-07T22:05:58.246656,14.82157088,.00013836,97.8868,227.5157,83.0182,277.1189,0,U,43641,999,39695,.60175079E-4,.427E-5,0
YAOGAN-32 A,2018-077A,2026-02-07T22:27:34.548192,14.62981279,.00010791,98.1630,68.9558,106.0110,254.1211,0,U,43642,999,39094,.20079935E-3,.982E-5,0
YAOGAN-32 B,2018-077B,2026-02-07T22:27:22.472928,14.62981311,.00046075,98.1632,68.9052,264.1853,95.8824,0,U,43643,999,39093,-.13192761E-4,-.115E-5,0
BEIDOU-3 M16,2018-078A,2026-02-06T00:06:26.367840,1.86232359,.000823,54.2087,304.5871,26.8758,333.2158,0,U,43647,999,4971,0,-.83E-6,0
BEIDOU-3 M15,2018-078B,2026-02-07T04:59:00.413088,1.86232004,.00048039,54.2035,304.5456,30.4014,329.6741,0,U,43648,999,4975,0,-.84E-6,0
AEHF-4 (USA 288),2018-079A,2026-02-07T21:30:37.038528,1.00269486,.00633921,1.4269,352.6618,359.1383,41.3102,0,U,43651,999,2700,0,-.268E-5,0
HAIYANG-2B,2018-081A,2026-02-07T23:18:57.092832,13.79304627,.00001931,99.3336,49.6555,265.9391,94.1739,0,U,43655,999,36711,.18970945E-4,-.25E-6,0
COSMOS 2528,2018-082A,2026-02-07T23:19:24.694176,13.96699467,.00050485,67.1490,31.8128,288.3118,71.7417,0,U,43657,999,37190,.31480823E-4,-.32E-6,0
CFOSAT,2018-083A,2026-02-07T22:58:10.795296,15.16429256,.00005402,97.3635,47.2767,34.6332,325.4936,0,U,43662,999,40285,.26884974E-3,.5162E-4,0
GOSAT 2 (IBUKI 1),2018-084B,2026-02-07T22:09:03.397536,14.84236049,.00014889,97.8673,152.1030,90.1540,269.9845,0,U,43672,999,39438,.39501275E-3,.3255E-4,0
KHALIFASAT,2018-084F,2026-02-07T22:35:46.843296,15.00801683,.00053254,98.0860,216.2113,161.2940,198.8479,0,U,43676,999,39638,.49189089E-3,.6185E-4,0
TEN-KOH,2018-084G,2026-02-07T22:28:54.042240,15.02237422,.00093656,98.0733,225.8847,191.4058,168.6955,0,U,43677,999,39675,.32888968E-3,.4275E-4,0
DIWATA-2B,2018-084H,2026-02-07T23:14:09.712608,14.99816425,.00086023,98.1069,229.7838,219.5413,140.5182,0,U,43678,999,39684,.27292675E-3,.3315E-4,0
STARS-AO,2018-084J,2026-02-07T11:06:48.600000,15.15319635,.00010952,98.0627,244.4725,240.4147,119.6975,0,U,43679,999,39781,.53601367E-3,.10031E-3,0
AUTCUBE 2,2018-084K,2026-02-07T12:17:48.298848,15.09004765,.00100689,98.0787,237.8094,118.2173,242.0072,0,U,43681,999,39736,.41136237E-3,.6443E-4,0
BEIDOU-3 G1,2018-085A,2026-02-07T22:29:45.216096,1.00270883,.00012558,2.7502,101.1687,35.6372,118.7267,0,U,43683,999,2676,0,-.274E-5,0
COSMOS 2529 [GLONASS-M],2018-086A,2026-02-07T04:42:46.019808,2.13101946,.00071425,64.2953,196.9802,252.3543,107.5446,0,U,43687,999,5651,0,.71E-6,0
METOP-C,2018-087A,2026-02-07T21:45:18.245952,14.21510357,.0001672,98.6832,100.7744,141.9862,218.1434,0,U,43689,999,37646,.81048396E-4,.134E-5,0
GSAT-29,2018-089A,2026-02-07T22:05:26.200896,1.00272274,.00020968,0.1142,268.1982,9.5786,246.6323,0,U,43698,999,2649,0,.91E-6,0
ES'HAIL 2,2018-090A,2026-02-07T21:57:04.502016,1.00271765,.0002366,0.0170,115.6629,247.8257,129.5457,0,U,43700,999,2638,0,.15E-5,0
BEIDOU-3 M17,2018-093A,2026-02-06T08:08:38.207040,1.86228435,.0006318,54.1735,186.7342,302.1593,88.8749,0,U,43706,999,4910,0,.51E-6,0
BEIDOU-3 M18,2018-093B,2026-02-07T05:29:36.210912,1.86226332,.00059719,54.1743,186.6958,350.0571,9.8897,0,U,43707,999,4911,0,.57E-6,0
SHIYAN-6 01 (SY-6 01),2018-094B,2026-02-07T23:26:50.368704,15.28247595,.00115357,97.3681,54.4355,243.8969,116.1084,0,U,43711,999,40174,.25478328E-3,.6951E-4,0
MOHAMMED VI-B,2018-095A,2026-02-07T22:12:36.368352,14.77073869,.0001385,97.9474,113.1183,78.9618,281.1747,0,U,43717,999,38910,.14304142E-3,.959E-5,0
HYSIS,2018-096A,2026-02-07T21:26:05.942976,14.78680163,.00012137,97.9998,106.5640,126.6834,233.4488,0,U,43719,999,38831,.24560994E-3,.1749E-4,0
COSMOS 2530 (RODNIK-S 16),2018-097A,2026-02-07T22:28:39.622944,12.42876692,.00194332,82.5166,302.5237,320.5729,39.3936,0,U,43751,999,32623,.76032336E-4,.2E-6,0
COSMOS 2531 (RODNIK-S 17),2018-097B,2026-02-07T23:05:26.617632,12.42907732,.00168944,82.5213,303.5224,340.0336,20.0081,0,U,43752,999,32625,.9787737E-4,.23E-6,0
COSMOS 2532 (RODNIK-S 18),2018-097C,2026-02-07T21:49:44.706144,12.42903901,.00182859,82.5156,302.3999,341.9995,18.0435,0,U,43753,999,32621,-.62783144E-4,.1E-7,0
MINXSS-2,2018-099A,2026-02-07T21:03:53.705088,15.38310388,.00087007,97.4687,112.1373,18.2254,341.9301,0,U,43758,999,39419,.8725668E-3,.33004E-3,0
SIRION PATHFINDER-2,2018-099B,2026-02-07T19:56:47.241312,15.13161581,.00097062,97.4449,90.9594,36.0107,324.1777,0,U,43759,999,39305,.44503889E-3,.7839E-4,0
STPSAT-5,2018-099E,2026-02-07T22:35:09.420000,15.12398664,.00047373,97.4289,92.2328,73.2195,286.9555,0,U,43762,999,39332,.35657534E-3,.6129E-4,0
POLAR SCOUT KODIAK,2018-099G,2026-02-07T19:19:49.586592,15.51883369,.00064176,97.4333,116.0502,336.5196,23.5762,0,U,43764,999,39472,.12852369E-2,.77596E-3,0
HAWK-A,2018-099H,2026-02-07T17:10:31.443744,15.22725502,.003685,97.4118,92.6829,23.2539,337.0354,0,U,43765,999,39338,.40812296E-3,.9631E-4,0
SPAWAR-CAL-O,2018-099J,2026-02-07T17:36:41.056992,15.30074736,.00094176,97.4511,101.9834,39.3316,320.8607,0,U,43766,999,39369,.88305544E-3,.25718E-3,0
CORVUS BC4,2018-099K,2026-02-07T22:24:27.963072,15.11282415,.00100896,97.4265,85.6752,88.2864,271.9522,0,U,43767,999,39287,.37017769E-3,.6176E-4,0
AISTECHSAT 2,2018-099L,2026-02-07T14:39:57.330144,15.13924676,.0005727,97.4497,89.4872,42.2396,317.9276,0,U,43768,999,39266,.46321E-3,.8333E-4,0
FOX-1CLIFF (AO-95),2018-099N,2026-02-07T16:51:29.216736,15.23590780,.00106013,97.4570,99.5983,85.5671,274.6777,0,U,43770,999,39348,.69323038E-3,.16564E-3,0
RANGE-A,2018-099R,2026-02-07T17:34:08.308704,15.12110978,.00121128,97.4162,85.0837,77.4575,282.8010,0,U,43773,999,39292,.42582414E-3,.7285E-4,0
SPAWAR-CAL-R,2018-099U,2026-02-07T01:36:18.268704,15.05043517,.00216089,97.4576,83.0090,85.4935,274.8760,0,U,43776,999,39242,.29046826E-3,.4088E-4,0
SPAWAR-CAL-OR,2018-099W,2026-02-07T16:18:11.469024,15.20786517,.00131972,97.4002,89.1725,55.2638,304.9839,0,U,43778,999,39295,.64061951E-3,.14096E-3,0
SNUSAT-2,2018-099AA,2026-02-07T17:03:18.323136,15.19568338,.00114377,97.4259,94.1632,35.7283,324.4715,0,U,43782,999,39335,.58120997E-3,.12326E-3,0
KAZSTSAT,2018-099AB,2026-02-07T15:48:27.256320,14.99554924,.0009725,97.4490,76.3645,104.4647,255.7657,0,U,43783,999,39189,.18100957E-3,.2171E-4,0
SNUGLITE,2018-099AC,2026-02-07T16:11:29.451552,15.23997524,.00037549,97.4067,94.3930,48.3959,311.7599,0,U,43784,999,39357,.66344764E-3,.16021E-3,0
ITASAT,2018-099AE,2026-02-07T16:54:04.928544,15.17165803,.00145103,97.4228,92.8416,85.2842,275.0048,0,U,43786,999,39326,.53745479E-3,.10639E-3,0
EAGLET-I,2018-099AJ,2026-02-07T15:21:55.008864,15.11798723,.0012821,97.4427,91.7129,75.6205,284.6448,0,U,43790,999,39275,.34013E-3,.5755E-4,0
ESEO,2018-099AL,2026-02-07T21:54:24.496992,15.03790425,.00136567,97.4174,81.7506,59.9176,300.3402,0,U,43792,999,39237,.1757988E-3,.2361E-4,0
HAWK-B,2018-099AN,2026-02-07T22:01:29.983296,15.21067967,.00342237,97.4165,92.5535,39.1887,321.1817,0,U,43794,999,39337,.34531108E-3,.7725E-4,0
THEA,2018-099AQ,2026-02-07T17:45:38.555712,15.30227090,.00085035,97.4608,107.5289,33.2091,326.9682,0,U,43796,999,39286,.84663822E-3,.24761E-3,0
SKYSAT-C12,2018-099AR,2026-02-07T23:11:07.105344,15.44511516,.00021388,96.9421,67.6903,260.5142,99.5866,0,U,43797,999,40188,.41234551E-3,.19061E-3,0
ASTROCAST 0.1,2018-099AS,2026-02-07T22:42:41.224608,15.40998759,.00051322,97.4516,114.1778,333.7921,26.3065,0,U,43798,999,39447,.78474136E-3,.32378E-3,0
HAWK-C,2018-099AT,2026-02-07T16:59:13.958880,15.25809913,.00431541,97.4094,92.9856,25.2406,335.0928,0,U,43799,999,39415,.45493625E-3,.11879E-3,0
ICEYE-X2,2018-099AU,2026-02-07T21:55:17.567328,15.15992042,.00114229,97.4547,95.0724,38.7238,321.4812,0,U,43800,999,39322,.29342052E-3,.5577E-4,0
SKYSAT-C13,2018-099AW,2026-02-07T15:49:12.669888,15.71833005,.00037458,96.9478,86.3281,4.4507,355.6790,0,U,43802,999,40244,.64731911E-3,.84421E-3,0
JY1SAT (JO-97),2018-099AX,2026-02-07T17:26:04.859232,15.29149335,.00063213,97.4318,101.4188,22.2814,337.8699,0,U,43803,999,39381,.82599695E-3,.23353E-3,0
SUOMI-100,2018-099AY,2026-02-07T16:57:58.194720,15.25130008,.00109708,97.4383,99.7644,24.6897,335.4864,0,U,43804,999,39366,.69783114E-3,.17462E-3,0
AL-FARABI 2,2018-099AZ,2026-02-07T17:33:18.075744,15.60206297,.0003398,97.4180,113.0710,313.6806,46.4168,0,U,43805,999,39467,.16053728E-2,.132526E-2,0
EUCROPIS,2018-099BB,2026-02-07T17:44:48.596640,15.18569895,.00063395,97.4415,96.5350,43.2986,316.8745,0,U,43807,999,39280,.45155121E-3,.9274E-4,0
POLAR SCOUT YUKON,2018-099BC,2026-02-07T19:47:14.502624,15.32357360,.00062144,97.4821,109.8175,73.7427,286.4498,0,U,43808,999,39366,.91519072E-3,.28604E-3,0
CENTAURI-1,2018-099BD,2026-02-07T22:30:59.190912,15.14838055,.00159354,97.4422,93.4424,60.5214,299.7606,0,U,43809,999,39292,.37468765E-3,.6921E-4,0
NEXTSAT-1,2018-099BF,2026-02-07T22:55:51.648960,15.07851986,.00137099,97.4260,86.1397,64.0359,296.2280,0,U,43811,999,39240,.23307203E-3,.3517E-4,0
GLOBAL-2,2018-099BG,2026-02-07T21:42:44.587872,15.07819918,.00045739,97.3750,80.7472,226.9135,133.1712,0,U,43812,999,39242,.25547572E-3,.3852E-4,0
FALCONSAT-6,2018-099BK,2026-02-07T18:23:53.832192,15.26281816,.0016793,97.3926,116.1789,44.2557,74.4370,0,U,43815,999,39398,.29085412E-3,.75E-4,0
SPACEBEE-7,2018-099BL,2026-02-07T18:08:16.468224,15.78682811,.00049993,97.4555,122.9380,285.9899,74.0817,0,U,43816,999,39445,.18606621E-2,.336556E-2,0
EXCITE,2018-099BP,2026-02-07T20:44:19.288032,15.05856890,.00199636,97.4159,82.6695,75.4353,284.9087,0,U,43819,999,39228,.26138275E-3,.3752E-4,0
SEAHAWK-1,2018-099BQ,2026-02-07T20:27:44.300448,15.20379581,.00096807,97.4158,93.4020,50.2082,310.0004,0,U,43820,999,39286,.57787709E-3,.12543E-3,0
GEO-KOMPSAT-2A,2018-100A,2026-02-07T22:26:23.039232,1.00273541,.00010872,0.0139,95.5756,312.2202,195.0716,0,U,43823,999,2633,0,-.338E-5,0
GSAT-11,2018-100B,2026-02-07T22:10:55.675200,1.00272316,.0004014,0.0528,265.7169,151.2185,127.8122,0,U,43824,999,2618,0,-.71E-6,0
SAUDISAT 5A,2018-102A,2026-02-07T23:13:38.028864,15.26522412,.00088385,97.3251,103.0586,225.4560,134.5958,0,U,43831,999,39595,.26756508E-3,.6924E-4,0
SAUDISAT 5B,2018-102C,2026-02-07T22:41:51.260352,15.26843114,.00095326,97.3346,105.8767,228.5385,131.5037,0,U,43833,999,39606,.25692083E-3,.6712E-4,0
SHIELDS 1,2018-104B,2026-02-07T12:34:52.048128,16.19643432,.00041657,84.9926,221.4772,276.1714,83.9106,0,U,43850,999,39971,.61562676E-3,.1122807E-1,-.1442359E-5
GSAT-7A,2018-105A,2026-02-07T22:15:38.818368,1.00273281,.00021176,0.0427,99.8038,216.5022,218.4063,0,U,43864,999,2615,0,.32E-6,0
COSMOS 2533,2018-107A,2026-02-07T23:52:29.785152,1.00275281,.0000468,0.0171,109.8211,262.8037,193.5822,0,U,43867,999,2614,0,-.33E-6,0
HONGYUN 1,2018-108A,2026-02-07T22:29:53.901888,13.50766164,.00113155,99.7800,63.0422,343.6989,16.3780,0,U,43871,999,35163,-.20955664E-3,-.179E-5,0
NAVSTAR 77 (USA 289),2018-109A,2026-02-06T07:56:11.189184,2.00555649,.003788,55.5982,97.3499,197.4330,123.6423,0,U,43873,999,5244,0,-.28E-6,0
TJS-3,2018-110A,2026-02-07T16:58:32.784096,1.00271350,.0001685,2.2113,82.1279,235.8189,133.4752,0,U,43874,999,2612,0,.61E-6,0
KANOPUS-V 5,2018-111A,2026-02-07T22:42:28.427904,15.23664332,.00019049,97.3665,307.0281,89.7052,270.4403,0,U,43876,999,39511,.16731615E-3,.3942E-4,0
KANOPUS-V 6,2018-111B,2026-02-07T22:10:00.287616,15.36994775,.00029382,97.3749,315.1064,76.7821,283.3751,0,U,43877,999,39563,.60824496E-3,.21968E-3,0
ISAT,2018-111D,2026-02-07T18:04:34.412448,15.47523703,.00086776,97.5898,325.9644,66.1565,294.0594,0,U,43879,999,39104,.13098619E-2,.67818E-3,0
UWE-4,2018-111E,2026-02-07T19:54:30.616128,15.37969319,.001189,97.5856,322.0843,73.9806,286.2747,0,U,43880,999,39084,.10116651E-2,.37922E-3,0
D-STAR ONE (SPARROW),2018-111F,2026-02-07T21:35:04.072416,15.50602549,.00081341,97.6104,330.2575,90.9387,269.2796,0,U,43881,999,39120,.11030805E-2,.63542E-3,0
GRUS-1A,2018-111Q,2026-02-07T22:17:43.024416,14.98801492,.0006816,97.4720,271.5611,221.1792,138.8918,0,U,43890,999,38834,.26509962E-3,.3141E-4,0
YUNHAI-2 01A,2018-112A,2026-02-07T22:32:48.444576,14.28956364,.00004676,50.0080,232.8290,110.9897,249.1068,0,U,43909,999,37260,.32449206E-4,-.79E-6,0
YUNHAI-2 01B,2018-112B,2026-02-07T21:20:43.043712,14.28949993,.00048737,50.0116,296.6683,127.8301,232.3056,0,U,43910,999,37175,.14278182E-3,.202E-5,0
YUNHAI-2 01C,2018-112C,2026-02-07T21:57:32.989824,14.28933777,.00006882,50.0106,176.1200,80.4520,279.6473,0,U,43911,999,37330,.14770575E-3,.214E-5,0
YUNHAI-2 01D,2018-112D,2026-02-07T16:22:08.193792,14.28968005,.00157401,50.0101,117.1498,249.7875,110.1348,0,U,43912,999,36906,.15804492E-3,.241E-5,0
YUNHAI-2 01E,2018-112E,2026-02-07T22:00:34.405632,14.28949104,.00052793,50.0086,355.4816,273.8891,86.1420,0,U,43913,999,37067,.14500738E-3,.207E-5,0
HONGYAN 1 (CHONGQING),2018-112F,2026-02-07T05:50:03.418368,13.43813614,.000667,50.0099,354.9602,221.8091,138.2278,0,U,43914,999,34906,.10206E-3,-.7E-6,0
YUNHAI-2 01F,2018-112G,2026-02-07T20:50:25.024416,14.28965489,.00074026,50.0110,56.5635,233.8683,126.1548,0,U,43915,999,36981,.12272211E-3,.151E-5,0
ZHONGXING-2D,2019-001A,2026-02-08T00:09:35.646912,1.00272993,.0001112,0.0292,268.3013,353.6974,8.4831,0,U,43920,999,5278,0,-.331E-5,0
IRIDIUM 180,2019-002A,2026-02-07T22:11:30.474528,14.34217330,.00022166,86.3924,47.6162,94.6612,265.4837,0,U,43922,999,37046,-.46277E-5,.7E-7,0
IRIDIUM 176,2019-002B,2026-02-07T22:51:26.926272,14.72252667,.00024644,86.6051,47.5666,89.3288,270.8212,0,U,43923,999,38023,.71684302E-4,.477E-5,0
IRIDIUM 168,2019-002C,2026-02-07T13:40:02.944992,14.34217477,.0002143,86.3927,47.8388,90.4259,269.7182,0,U,43924,999,37039,-.57084E-5,.4E-7,0
IRIDIUM 173,2019-002D,2026-02-07T21:44:06.883008,14.34217543,.00023185,86.3928,47.5921,86.8372,273.3089,0,U,43925,999,37042,-.2643058E-5,.12E-6,0
IRIDIUM 169,2019-002E,2026-02-07T12:44:14.894880,14.38612093,.0002658,86.4176,79.4137,74.8900,285.2592,0,U,43926,999,37158,.10299E-3,.335E-5,0
IRIDIUM 172,2019-002F,2026-02-07T13:12:38.905056,14.34217991,.0002297,86.3928,47.7482,94.5037,265.6421,0,U,43927,999,37038,.18354E-4,.71E-6,0
IRIDIUM 175,2019-002G,2026-02-07T21:06:53.716896,14.72242734,.00012922,86.1539,346.7950,80.5253,279.6110,0,U,43928,999,38021,.20826089E-3,.1338E-4,0
IRIDIUM 171,2019-002H,2026-02-07T22:48:02.741472,14.34218010,.00020201,86.3938,47.8733,87.4400,272.7027,0,U,43929,999,37043,.32348904E-4,.11E-5,0
IRIDIUM 170,2019-002J,2026-02-07T23:00:22.034304,14.72250587,.00023921,86.6051,47.5673,92.9591,267.1900,0,U,43930,999,38024,.71880582E-4,.478E-5,0
IRIDIUM 167,2019-002K,2026-02-07T22:38:54.111840,14.34214256,.00020754,86.3929,47.6049,81.1837,278.9593,0,U,43931,999,37043,.70569964E-4,.217E-5,0
JILIN-1 09,2019-005B,2026-02-07T22:37:24.004416,15.19204133,.00030569,97.4729,135.1674,158.2230,201.9135,0,U,43943,999,38951,.33577338E-3,.7002E-4,0
JILIN-1 10,2019-005E,2026-02-07T22:08:07.969344,15.23972548,.00087056,97.4752,137.9375,22.3969,337.7647,0,U,43946,999,38961,.32788533E-3,.7873E-4,0
HELLAS-SAT 4 & SGS-1,2019-007A,2026-02-07T08:55:38.653824,1.00270766,.00029442,0.0657,121.9202,40.3731,148.1146,0,U,44034,999,2606,0,.157E-5,0
GSAT-31,2019-007B,2026-02-07T21:24:38.531232,1.00273407,.0005309,0.0892,267.9837,16.7430,222.2806,0,U,44035,999,2567,0,.131E-5,0
EGYPTSAT-A (MISRSAT-A),2019-008A,2026-02-07T21:07:27.990912,14.72355465,.00011421,98.0208,105.5040,98.0738,262.0599,0,U,44047,999,37421,.11364192E-4,.23E-6,0
NUSANTARA SATU,2019-009A,2026-02-06T22:33:42.410016,1.00273688,.00010113,0.0276,124.1822,356.0533,141.2306,0,U,44048,999,2546,0,-.231E-5,0
ONEWEB-0012,2019-010A,2026-02-07T14:27:23.885856,13.16594242,.0001439,87.9001,254.5800,70.7634,289.3652,0,U,44057,999,33451,-.44694E-4,-.4E-7,0
ONEWEB-0010,2019-010B,2026-02-07T15:03:52.318368,13.16594428,.0001357,87.9011,254.5702,101.2760,258.8523,0,U,44058,999,33456,-.55823E-4,-.8E-7,0
ONEWEB-0008,2019-010C,2026-02-07T22:58:06.106368,13.16593158,.00017262,87.9002,254.5012,88.0745,272.0583,0,U,44059,999,33472,-.55254557E-4,-.8E-7,0
ONEWEB-0007,2019-010D,2026-02-07T17:41:46.705632,13.15548856,.00012033,87.8977,285.0705,80.4877,279.6389,0,U,44060,999,33435,.46776041E-3,.189E-5,0
ONEWEB-0006,2019-010E,2026-02-07T17:47:29.094144,13.15548658,.00013932,87.8989,285.0214,90.5284,269.6006,0,U,44061,999,33440,.17128754E-3,.77E-6,0
ONEWEB-0011,2019-010F,2026-02-07T17:01:51.130848,13.15547855,.00016753,87.8988,285.0362,87.9879,272.1443,0,U,44062,999,33439,-.32070385E-3,-.108E-5,0
S5,2019-009D,2026-02-07T11:10:28.645248,0.99335549,.0004719,6.2316,72.4008,175.0652,336.4369,0,U,44065,999,2515,0,-.1E-5,0
ZHONGXING-6C,2019-012A,2026-02-07T22:27:00.479808,1.00273461,.00072948,0.0464,62.9868,322.8799,219.3021,0,U,44067,999,2544,0,-.33E-5,0
WGS 10 (USA 291),2019-014A,2026-02-06T10:10:26.345856,1.00271687,.00005093,0.0197,87.7926,314.0415,307.5945,0,U,44071,999,2530,0,.48E-6,0
PRISMA,2019-015A,2026-02-07T22:08:07.450944,14.83636955,.00012243,97.8767,115.5554,74.2279,285.9070,0,U,44072,999,37288,.14765364E-3,.1165E-4,0
TIANLIAN 2-01,2019-017A,2026-02-07T20:42:21.626784,1.00271548,.00037967,0.2063,81.5061,209.0793,234.9623,0,U,44076,999,2535,0,-.101E-5,0
EMISAT,2019-018A,2026-02-07T22:52:07.233600,14.43671570,.00177712,98.4833,98.3590,245.4449,114.4889,0,U,44078,999,36141,.99236613E-4,.293E-5,0
